0.000000000000000000e+00,0.000000000000000000e+00
<<<<<<< HEAD
3.333333333333333287e-02,3.599622878692645966e-01
6.666666666666666574e-02,3.793391398042560425e-01
1.000000000000000056e-01,4.121307353865492629e-01
1.333333333333333315e-01,5.596929155068689488e-01
1.666666666666666574e-01,7.027835144114212840e-01
1.999999999999999833e-01,7.221603663464127854e-01
2.333333333333333093e-01,7.400466912094818550e-01
2.666666666666666630e-01,7.609140702163956771e-01
2.999999999999999889e-01,7.817814492233096102e-01
3.333333333333333148e-01,7.847625033671544736e-01
3.666666666666666408e-01,7.832719762952320419e-01
3.999999999999999667e-01,7.832719762952320419e-01
4.333333333333332926e-01,7.683667055760078357e-01
4.666666666666666186e-01,7.311035287779472647e-01
4.999999999999999445e-01,6.535961210379814812e-01
5.333333333333333259e-01,5.999371464487742722e-01
5.666666666666666519e-01,5.716171320822484025e-01
5.999999999999999778e-01,5.567118613630240853e-01
6.333333333333333037e-01,5.149771033491963301e-01
6.666666666666666297e-01,4.866570889826703494e-01
6.999999999999999556e-01,4.583370746161443687e-01
7.333333333333332815e-01,4.329981143934631960e-01
7.666666666666666075e-01,4.091496812427044549e-01
7.999999999999999334e-01,3.987159917392474884e-01
8.333333333333332593e-01,3.674149232288766997e-01
8.666666666666665853e-01,3.510191254377300618e-01
8.999999999999999112e-01,3.241896381431264573e-01
9.333333333333332371e-01,3.063033132800574432e-01
9.666666666666665630e-01,3.063033132800574432e-01
9.999999999999998890e-01,3.122654215677471146e-01
1.033333333333333215e+00,3.212085839992816494e-01
1.066666666666666652e+00,3.316422735027385604e-01
1.100000000000000089e+00,3.614528149411869729e-01
1.133333333333333526e+00,3.808296668761784742e-01
1.166666666666666963e+00,3.897728293077130091e-01
1.200000000000000400e+00,4.732423453353685194e-01
1.233333333333333837e+00,5.000718326299721239e-01
1.266666666666667274e+00,5.149771033491963301e-01
1.300000000000000711e+00,5.835413486576277453e-01
1.333333333333334147e+00,6.848971895483523253e-01
1.366666666666667584e+00,7.788003950794647468e-01
1.400000000000001021e+00,7.788003950794647468e-01
1.433333333333334458e+00,7.773098680075423150e-01
1.466666666666667895e+00,7.281224746341025122e-01
1.500000000000001332e+00,6.416719044626021384e-01
1.533333333333334769e+00,5.880129298733949295e-01
1.566666666666668206e+00,5.611834425787913805e-01
1.600000000000001643e+00,5.343539552841878315e-01
1.633333333333335080e+00,5.045434138457394191e-01
1.666666666666668517e+00,4.777139265511358146e-01
1.700000000000001954e+00,4.270360061057735246e-01
1.733333333333335391e+00,4.046781000269372153e-01
1.766666666666668828e+00,3.838107210200233377e-01
1.800000000000002265e+00,3.659243961569542680e-01
1.833333333333335702e+00,3.510191254377300618e-01
1.866666666666669139e+00,3.376043817904282873e-01
1.900000000000002576e+00,3.197180569273592177e-01
1.933333333333336013e+00,3.167370027835144097e-01
1.966666666666669450e+00,3.137559486396695463e-01
2.000000000000002665e+00,3.137559486396695463e-01
2.033333333333335879e+00,3.167370027835144097e-01
2.066666666666669094e+00,3.226991110712040811e-01
2.100000000000002309e+00,3.316422735027385604e-01
2.133333333333335524e+00,3.420759630061955270e-01
